"_id","description"
"609ab92c68eeae011eeed5b4","Двор с двухэтажными домами,   Долгопрудный"
"609ab93168eeae011eeed5b5","Застройка в классическом стиле, использование элементов декора на фасадах, зеленые насаждения в придомовой территории. Детская площадка."
"609ab93568eeae011eeed5b6","Застройка в классическом стиле, использование элементов декора на фасадах, лепнина, балкон над входной группой, пилястры, зеленые насаждения в придомовой территории."
"609ab93968eeae011eeed5b7","Застройка в классическом стиле, рустика на фасадах, зеленые насаждения в придомовой территории. Фасад в теплых тонах, использование элементов декора на фасадах, лепнина."
"609ab93e68eeae011eeed5b8","Застройка в классическом стиле, использование элементов декора на фасадах, лепнина, балкон над входной группой, пилястры, зеленые насаждения в придомовой территории.  Рустика, теплые тона фасадов."
"609ab94168eeae011eeed5b9","Жилое здание в  классическом стиле, использование элементов декора на фасадах, лепнина, рустика, пилястры, зеленые насаждения в придомовой территории. Входная группа оформлена колоннами. Теплая цветовая гамма фасада."
"609ab94568eeae011eeed5ba","Застройка в классическом стиле, использование элементов декора на фасадах, лепнина,  пилястры, зеленые насаждения в придомовой территории."
"609ab94968eeae011eeed5bb","Застройка в классическом стиле, использование элементов декора на фасадах, лепнина, рустика, пилястры, зеленые насаждения в придомовой территории. Фасад решен  в теплых тонах."
"609ab94c68eeae011eeed5bc","Строение в классическом стиле, светлый фасад здания, городская среда."
"609ab95068eeae011eeed5bd","Атмосферное место, уютная входная группа,  постройка классического стиля из красного кирпича, большие окна, зеленые насаждения, высокие потолки внутри помещения."
"609ab95268eeae011eeed5be","Витрина, городская среда, большие окна, внутри кирпичная отделка стен. Светлое пространство."
"609ab95768eeae011eeed5bf","Витрина, большие окна, городская среда."
"609ab95a68eeae011eeed5c0","Витрина в здании классического стиля, светлое цветовое решение фасада. Большие окна."
"609ab95d68eeae011eeed5c1","Городская среда, витрина в здании классического стиля, на фасаде очень красивые элементы декора, большие окна."
"609ab96168eeae011eeed5c2","Витрина , светлый фасад, большие окна."
"609ab96668eeae011eeed5c3","Витрина в городской среде, светлый фасад."
"609ab96968eeae011eeed5c4","Витрина в здании классического стиля, постройка из красного кирпича. Большое окно."
"609ab96d68eeae011eeed5c5","Светлый фасад здания, кирпичное строение, рустика , большие окна. Уютная атмосфера внутри."
"609ab97168eeae011eeed5c6","Витрина, светлый фасад здания, городская среда, большие окна."
"609ab97568eeae011eeed5c7","Здание в классическом стиле, светлый фасад, большие окна, городская среда."
"609ab97868eeae011eeed5c8","Ровное зеленое поле, расположенное на берегу реки.  Аносино"
"609ab97c68eeae011eeed5c9","Река протекает вдоль хвойного леса. Берега реки соединены между собой деревянными навесными мостикам.  Снигири"
"609ab97f68eeae011eeed5ca","Живописный место с водоемом, окруженное лесом, с видом на город."
"609ab98368eeae011eeed5cb","Водоем, расположенный вблизи леса в черте города."
"609ab98768eeae011eeed5cc","Лес, располагающийся недалеко от реки."
"609ab98b68eeae011eeed5cd","Песчаный пляж, расположенный в непосредственной близости от леса."
"609ab98f68eeae011eeed5ce","Песчаный карьер, расположенный в живописном месте рядом с водоемом и окруженный лесом. В центре водоема есть небольшой песчаный островок."
"609ab99368eeae011eeed5cf","Живописный песчаный пляж, расположенный возле леса."
"609ab99768eeae011eeed5d0","Пляжная зона с беседками."
"609ab99b68eeae011eeed5d1","Пляж с песчаным заходом."
"609abc1f68eeae011eeed5eb","Конюшня с отдельными дениками, комнатой для инвентаря и собственным загоном.   Московская область"
"609abda068eeae011eeed5ec","Современный актовый зал школы. Просторное помещение с звуковым и видеооборудованием, большой холл."
"609abda468eeae011eeed5ed","В помещении есть 3 зала. Актовый выполнен в серой цветовой гамме, есть небольшой зал с роялем и спортивный зал."
"609abda868eeae011eeed5ee","Небольшой зал с напольным покрытием в виде линолеума."
"609abdab68eeae011eeed5ef","Небольшой актовый зал со стульями и небольшой сценой."
"609abdb068eeae011eeed5f0","В помещении есть два зала - концертный с цветными кожаными креслами и спортивный в баскетбольным кольцом, футбольными воротами и разметкой на полу."
"609abdb368eeae011eeed5f1","Актовый зал школы с просторным холлом и разноцветными сиденьями."
"609abdb668eeae011eeed5f2","Небольшой зал в школе  мягкими сиденьями. В зале есть необходимая аппаратура для звука и пианино."
"609abdba68eeae011eeed5f3","Просторный хореографический зал с деревянным паркетом. На стенах развешаны зеркала."
"609abdbe68eeae011eeed5f4","Зал в бардовых тонах с мягкими сиденьями."
"609abdc268eeae011eeed5f5","Помещение в желто-зеленых тонах. Есть 2 зала - спортивный и актовый с пианино."
"609abdc568eeae011eeed5f6","Два больших зала - концертный в серых тонах и спортивный с нанесенной на пол разметкой."
"609abdc968eeae011eeed5f7","Небольшой зал со сценой и стульями."
"609abdcd68eeae011eeed5f8","Небольшой зал с отличным ремонтом и мягкими креслами."
"609abdd168eeae011eeed5f9","Два небольших зала в светлых тонах, один танцевальный, другой - с небольшой сценой."
"609abdd568eeae011eeed5fa","В помещении находятся три зала разных размеров, с советским интерьером. Один из залов - танцевальный."
"609abdd968eeae011eeed5fb","Два маленьких зала для детей с хорошим ремонтом."
"609abe6968eeae011eeed5fc","Галерея в стиле лофт в черно-белых тонах.  Москва"
"609abe6d68eeae011eeed5fd","Галерея в классическом стиле."
"609abe7268eeae011eeed5fe","Галерея с цветными стенами."
"609abe7368eeae011eeed5ff","Белоснежная галерея."
"609abe7868eeae011eeed600","Светлый холл для выставок.  Москва"
"609abe7a68eeae011eeed601","Светлая галерея."
"609abe7d68eeae011eeed602","Светлое пространство для выставок.  Москва"
"609abe8168eeae011eeed603","Большое пространство в стиле хайтек."
"609abe8568eeae011eeed604","Галерея с панорамными окнами."
"609abe8968eeae011eeed605","Светлое пространство ."
"609abe8c68eeae011eeed606","Большое двухуровневое пространство для проведения выставок."
"609abe8f68eeae011eeed607","Небольшая галерея с панорамными окнами."
"609abe9268eeae011eeed608","Двухуровневая галерея с небольшис стекланным кабинетом на 2 этаже."
"609abe9568eeae011eeed609","Небольшая галерея в современном стиле."
"609abe9a68eeae011eeed60a","Светлая просторная галлерея с большими окнами в стиле минимализм."
"609abe9e68eeae011eeed60b","Большое светлое пространство."
"609abeff68eeae011eeed60c","Москва"
"609abf0268eeae011eeed60d","Москва"
"609abf0668eeae011eeed60e","Дом культуры постройка советского периода, интерьеры в советском стиле,большие окна, актовый зал, многофункциональное пространство."
"609abf0968eeae011eeed60f","Москва"
"609abf0e68eeae011eeed610","В помещении есть два больших танцевальных зала с деревянным паркетом."
"609abf1168eeae011eeed611","Интерьер аудитории в советском стиле. Светлые стены, на полу паркет."
"609abf1468eeae011eeed612","Интерьер выполнен в желто-белом цвете, украшен колоннами."
"609abf1868eeae011eeed613","Дом культурны в желтых тонах, украшенные лепниной и колоннами."
"609abf1c68eeae011eeed614","Большой зал в холодных тонах с мраморной напольной плиткой."
"609abf2168eeae011eeed615","В помещении есть несколько залов (актовый и танцевальные) с качественным ремонтом и напольным покрытием."
"609abf2468eeae011eeed616","На территории академии располагаются корпуса XVIII и XX веков. Внутри корпуса отреставрированы."
"609abf2868eeae011eeed617","Интерьер аудитории выполнен в советском стиле."
"609abf2b68eeae011eeed618","Современный дизайн аудитории в светлых тонах."
"609abf2e68eeae011eeed619","Интерьер аудитории выполнен в советском стиле."
"609abfbb68eeae011eeed61a","Современный культурный цент с большими окнами, актовым залом и просторными коридорами.   МО"
"609abfbe68eeae011eeed61b","Москва"
"609abfc268eeae011eeed61c","В зрелищной зоне размещен концертный зал на 510 мест с галереями, которые могут трансформироваться из зрительских мест в сценическое пространство. Клубная зона состоит из входной группы с гардеробом, вестибюля, экспозиционно-рекреационного пространства, библиотеки и непосредственно помещений для клубной активности: танцевальный зал, зал хореографии для младших групп, кружок робототехники и технического моделирования, студия живописи и студия декоративно-прикладного искусства, музыкальный класс и зал для групповых музыкальных занятий, студия раннего развития, два универсальных класса и ремонтно-поделочная мастерская. Помимо этого, в клубной зоне предусмотрены кабинеты для преподавателей и руководителей студий, кладовые помещения и зоны ожидания.Обе части здания соединит «городская гостиная» — 80 метровая крытая улица  Москва"
"609abfc668eeae011eeed61d","Концертный зал , танцевальный зал , подземный паркинг и офис.  Москва"
"609abfca68eeae011eeed61e","Крупный концертно-театральный комплекс. Основной зал с отделкой деревом, синие кресла."
"609abfce68eeae011eeed61f","Крупная концертная площадка с двумя залами и барной зоной."
"609abfd268eeae011eeed620","Большой концертный зал в темных тонах.  Москва								  СВАО"
"609abfd668eeae011eeed621","Просторный и светлый зал квадратной формы."
"609abfda68eeae011eeed622","Концертный зал в советском стиле"
"609abfde68eeae011eeed623","Современный и просторный концертный зал."
"609abfe368eeae011eeed624","Современнейший концертный комплекс, в который входят просторный холл, бар и концертный зал."
"609abfe668eeae011eeed625","Небольшой концертный зал с баром. В первом ряду расположены столы на 4 человека. Потолок - ""звездное небо""."
"609abfeb68eeae011eeed626","Небольшой квадратный конференц-зал. Светлый ламинат на полу, стены из дерева."
"609abfee68eeae011eeed627","Крупная концертная площадка с профессиональным оборудованием. Первый ярус - танцпол и барная зона, на втором этаже - вип-зона со столиками."
"609abff268eeae011eeed628","Светлый концертный зал с балконами и открытой сценой"
"609ac05568eeae011eeed629","Музей в классическом стиле в золотых оттенках .  Москва"
"609ac05968eeae011eeed62a","Павильон музея космоса со стеклянным куполом.  Москва								  СВАО"
"609ac05c68eeae011eeed62b","Небольшой зал классической портретной галереи. Красные стены, антикварная мебель, мраморный пол.  Москва								  ЮВАО"
"609ac06068eeae011eeed62c","Музей фарфора в здании оранжереи XVIII века. Стеклянные витрины с антикварными изделиями из фарфора.  Москва								  ЮВАО"
"609ac06468eeae011eeed62d","Выставочное пространство в здании оранжереи XVIII века. Большие стеклянные окна, высокие  потолки и колонны.   Москва								  ЮВАО"
"609ac06768eeae011eeed62e","Лофт творческого работника, красный кирпич, высокие потолки, большие окна.  Москва								  ВАО"
"609ac0ca68eeae011eeed62f","Небольшая студия звукозаписи, музыкальные инструменты, современный интерьер.  Москва								  ВАО"
"609ac12568eeae011eeed630","Художественный кинотеатр в классическом стиле , в котором расположены несколько различных помещений: небольшая библиотека, холл, кафе.  Москва"
"609ac12968eeae011eeed631","Крупный театральный комплекс. В основном зале - партер и балкон с красными креслами."
"609ac12c68eeae011eeed632","Масштабное помещение в классическом стиле. Балконы на втором и третьем уровне."
"609ac13368eeae011eeed634","Камерный театр классической формы с балконом"
"609ac13568eeae011eeed635","Помпезный театр в классиеском стиле. Балконы трех уровней."
"609ac13768eeae011eeed636","Крупный торжественный театр Зал с балконом в форме полукруга. Выполнен в темных тонах, красные кресла."
"609ac13b68eeae011eeed637","Здание театра, включающее холл и большой зал. В зале красные кресла и пол, светлые стены и широкая сцена."
"609ac13f68eeae011eeed638","Помпезный театр с двухуровневым зрительским залом"
"609ac1d368eeae011eeed639","Стандартная больница с кабинетами и длинными коридорами."
"609ac1d768eeae011eeed63a","Современная больница с большими окнами."
"609ac1db68eeae011eeed63b","Современная стоматологическая клиника.  Москва								  СВАО"
"609ac1df68eeae011eeed63c","Современная стоматологическая клиника.  Москва								  ЦАО"
"609ac1e368eeae011eeed63d","Стоматология премиум-класса в самом центре Москвы."
"609ac1e768eeae011eeed63e","Современная клиника с дорогим оборудованием и дизайнерскими интерьерами.  Москва								  САО"
"609ac1eb68eeae011eeed63f","Современная стоматологическая клиника в отдельно стоящем здании.  МО								  МО"
"609ac1ef68eeae011eeed640","Современная клиника доступная для съемок в любое время  МО Химки								  МО"
"609ac28868eeae011eeed641","Светлая библиотека с большими окнами."
"609ac28b68eeae011eeed642","Неюольшая библиотека со светлыми стенами."
"609ac28e68eeae011eeed643","Библиотека на оживленной улице с окнами в пол."
"609ac29368eeae011eeed644","Двухуровневая библиотека с читальным залом."
"609ac29668eeae011eeed645","Библиотека в стиле 19 века с большими люстрами.  Москва"
"609ac29968eeae011eeed646","Светлая библиотека с большими окнами."
"609ac29e68eeae011eeed647","Библиотека в классическом стиле."
"609ac2a068eeae011eeed648","Просторная библиотека в современном стиле."
"609ac2a468eeae011eeed649","Небольшая библиотека с двориком на улице."
"609ac33c68eeae011eeed64a","Школа с тренажерным залом и большим актовым залом."
"609ac34068eeae011eeed64b","Школа с небольшим танцевальным залом и мастерской."
"609ac34268eeae011eeed64c","Школа с детскими рисунками на стенах."
"609ac34768eeae011eeed64d","Школа с мозаикой на стенах."
"609ac34a68eeae011eeed64e","Современная школа с большим актовым залом, спортивным залом и современным интерьером."
"609ac34d68eeae011eeed64f","Современная школа с залом памяти, библиотекой, танцевальным, актовым и спортивным залом. Фасад с цветными вставками."
"609ac35168eeae011eeed650","Современное учебное заведение-школа, общее светлое цветовое решение интерьера, спортивный зал, входная группа- стекло блоки, цветовое решение фасада- светлое с цветными вставками."
"609ac35468eeae011eeed651","Современный интерьер помещения, объемные пространства, интересное архитектурное конструктивное  решение здания, большие площади остекления, колонны, эскалатор."
"609ac35868eeae011eeed652","Москва								  ЦАО"
"609ac35c68eeae011eeed653","Москва								  ЦАО"
"609ac36168eeae011eeed654","Химки"
"609ac36468eeae011eeed655","Химки"
"609ac36868eeae011eeed656","Химки"
"609ac36b68eeae011eeed657","Школьное здание постройки начала 2000-х. Светые стены. Зимний сад. Просторный холл."
"609ac36f68eeae011eeed658","Современная школа, фасады белого цвета  с цветными вставками, на территории есть современная спортивная площадка и футбольное поле.  Химки"
"609ac3f068eeae011eeed659","Хвойный лес (ели и сосны), рядом небольшое поле  МО"
"609ac3f368eeae011eeed65a","Хвойный лес с песчаной почвой. Рядом с лесом течет небольшая река."
"609ac3f768eeae011eeed65b","Чистый лес, состоящий преимущественно из берез и сосен."
"609ac3fb68eeae011eeed65c","Хвойный лес с просекой."
"609ac3ff68eeae011eeed65d","Лес, состоящий преимущественно из берез и сосен."
"609ac40368eeae011eeed65e","Зеленый лес с тропинками для прогулок."
"609ac40668eeae011eeed65f","Большой хвойный лес, в центре которого располагается зеленая поляна."
"609ac40b68eeae011eeed660","Большой лес, рядом с которым есть поле. Неподалеку течет небольшая речка."
"609ac4af68eeae011eeed668","Москва"
"609ac4b268eeae011eeed669","Москва"
"609ac4b668eeae011eeed66a","Ухоженный парк, располагающийся на облагороженной территории недалеко от исторического памятника архитектуры."
"609ac4ba68eeae011eeed66b","Большой сквер, который располагается недалеко от спального района. Украшен цветочными клумбами и альпийской горкой."
"609ac4be68eeae011eeed66c","Красивый ухоженный парк с прудом. Украшен цветочными клумбами."
"609ac4c268eeae011eeed66d","Территория парка украшена клумбами, колоннами. В парке имеется пруд."
"609ac4c668eeae011eeed66e","На облагороженной территории парка есть пруд, дорожки для прогулок, выложенные декоративной плиткой."
"609ac4ca68eeae011eeed66f","Небольшой сквер на облагороженной территории с прудом."
"609ac57b68eeae011eeed670","Помещение с множеством различных комнат: столовая, кафе, лекционные залы, зал памяти,, спортивный зал.  Москва"
"609ac57f68eeae011eeed671","Отделение УВД. Множество кларнетов, актовый зал , зал для тренировок и кафе.  Москва"
